New_ID,background,type,eyes,mouth,headphones,4:20 watch,hat under headphones,shirt,smoke,long hair,short hair,beard,hat over headphones,chain,1-Jan
1073,orange,plain mfer,ReguEyes,flat,PinkHead,SubBlue,None,None,CigWhit,LongHairBlac,None,None,None,None,None
1074,blue,plain mfer,ReguEyes,smile,BlacHead,SubTurq,None,None,CigBlac,None,None,None,hoodie,None,None
1075,blue,charcoal mfer,ReguEyes,smile,BlacHead,None,KnitNewYork,None,None,None,None,None,None,None,None
1076,red,plain mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigBlac,None,MessYell,None,None,None,None
1077,orange,plain mfer,NerdGlas,smile,GoldHead,SubRed,None,None,CigBlac,None,None,None,None,None,None
1078,green,plain mfer,NerdGlas,smile,BlacHead,SubRed,CapPurp,CollShirBlue,CigBlac,None,None,None,None,None,None
1079,blue,plain mfer,ReguEyes,smile,WhitHead,OystSilv,None,None,CigWhit,LongHairBlac,None,None,None,None,None
1080,red,plain mfer,ReguEyes,smile,WhitHead,None,BandRed,None,CigBlac,LongHairBlac,None,None,None,None,None
1081,yellow,charcoal mfer,ReguEyes,smile,RedHead,SubRed,BandRed,None,CigBlac,LongHairBlac,None,None,None,None,None
1082,green,plain mfer,ReguEyes,smile,PinkHead,OystSilv,None,CollShirBlue,CigBlac,LongHairYell,None,None,None,None,None
1083,red,charcoal mfer,ReguEyes,smile,BlacHead,SubRed,None,None,CigBlac,LongHairYell,None,None,None,None,None
1084,green,plain mfer,ReguEyes,smile,GreeHead,SubBlac,None,CollShirGree,CigWhit,LongHairYell,None,FullBear,None,None,None
1085,yellow,plain mfer,ReguEyes,smile,RedHead,SubRed,None,None,CigBlac,LongHairBlac,None,None,None,SilvChai,None
1086,yellow,plain mfer,ReguEyes,smile,WhitHead,None,None,HoodDownPink,CigWhit,None,MessPurp,None,None,None,None
1087,green,charcoal mfer,ReguEyes,flat,WhitHead,SubBlue,None,None,None,LongHairBlac,None,None,None,None,None
1088,green,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,None,None,MessPurp,None,None,None,None
1089,blue,plain mfer,ReguEyes,smile,RedHead,SubBlac,HeadPinkWhit,CollShirWhit,CigWhit,LongHairYell,None,None,None,None,None
1090,red,plain mfer,ReguEyes,smile,PinkHead,SubRed,None,None,CigWhit,LongHairBlac,None,FullBear,None,SilvChai,None
1091,green,charcoal mfer,ReguEyes,smile,LineHead,SubBlac,KnitBuff,CollShirPink,pipe,None,None,None,None,None,None
1092,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,CigBlac,None,None,None,None,SilvChai,None
1093,orange,charcoal mfer,3DGlas,smile,BlacHead,SubRed,None,CollShirWhit,CigBlac,None,None,None,None,None,None
1094,orange,plain mfer,shades,flat,WhitHead,None,None,None,CigWhit,None,None,None,hoodie,None,None
1095,blue,plain mfer,ReguEyes,smile,RedHead,None,None,None,CigBlac,None,None,None,None,None,None
1096,red,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,BandDarkGray,None,CigBlac,LongHairYell,None,None,None,None,None
1097,orange,plain mfer,ReguEyes,smile,WhitHead,SubTurq,BandDarkGray,None,None,None,None,None,None,None,None
1098,blue,plain mfer,ReguEyes,smile,PinkHead,OystGold,None,CollShirGree,CigBlac,LongHairBlac,None,None,None,None,None
1099,blue,plain mfer,ReguEyes,smile,BlacHead,OystSilv,None,HoodDownBlue,CigBlac,None,None,None,None,None,None
1100,orange,plain mfer,ReguEyes,smile,GreeHead,SubBlue,None,CollShirWhit,CigBlac,None,MohaBlue,None,None,None,None
1101,blue,plain mfer,ReguEyes,flat,LineHead,None,None,None,CigBlac,None,None,None,None,None,None
1102,orange,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,None,None,CigWhit,None,MohaBlue,None,None,None,None
1103,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubRose,beanie,None,CigWhit,None,None,None,None,None,None
1104,red,charcoal mfer,ReguEyes,smile,PinkHead,ArgoBlac,None,None,CigBlac,None,None,None,None,SilvChai,None
1105,red,plain mfer,ReguEyes,smile,WhitHead,SubBlac,None,None,CigBlac,LongHairBlac,None,None,None,None,None
1106,orange,plain mfer,ReguEyes,smile,BlacHead,None,None,None,pipe,LongHairYell,None,None,None,None,None
1107,orange,plain mfer,ReguEyes,smile,BlacHead,OystGold,None,None,CigBlac,None,MohaBlac,None,None,None,None
1108,green,plain mfer,ReguEyes,flat,BlueHead,SubLant(Gre,None,None,CigBlac,LongHairBlac,None,None,None,None,None
1109,red,plain mfer,ReguEyes,smile,BlacHead,SubTurq,KnitBuff,HoodDownGray,CigBlac,None,None,None,None,None,None
1110,red,plain mfer,ReguEyes,smile,WhitHead,SubRed,None,CollShirWhit,CigBlac,LongHairYell,None,None,None,None,None
1111,red,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,None,None,None,LongHairYell,None,None,None,None,None
1112,yellow,plain mfer,ReguEyes,smile,GreeHead,None,None,CollShirPink,CigWhit,None,None,None,None,None,None
1113,yellow,plain mfer,ReguEyes,smile,WhitHead,SubBlac,HeadPinkWhit,CollShirGree,None,None,None,None,None,None,None
1114,yellow,plain mfer,3DGlas,smile,GreeHead,None,None,None,CigBlac,None,None,None,None,None,None
1115,orange,plain mfer,ReguEyes,smile,RedHead,SubBlue,None,None,CigBlac,None,None,None,None,SilvChai,None
1116,blue,charcoal mfer,NerdGlas,flat,WhitHead,ArgoBlac,BandRed,None,CigBlac,None,None,None,None,None,None
1117,blue,plain mfer,ReguEyes,smile,PinkHead,SubTurq,None,None,CigBlac,None,None,None,None,None,None
1118,yellow,charcoal mfer,3DGlas,smile,PinkHead,SubRed,None,HoodDownPink,None,None,MessPurp,None,None,None,None
1119,yellow,plain mfer,ReguEyes,smile,BlacHead,None,None,HoodDownPink,None,None,MohaBlac,FullBear,None,None,None
1120,blue,plain mfer,NerdGlas,smile,WhitHead,SubLant(Gre,None,None,CigWhit,LongHairBlac,None,None,None,None,None
1121,orange,charcoal mfer,EyeMask,smile,WhitHead,SubTurq,KnitClev,None,CigWhit,None,None,None,None,None,None
1122,blue,plain mfer,ReguEyes,flat,WhitHead,SubRed,None,None,CigBlac,LongHairBlac,None,None,None,None,None
1123,blue,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,CollShirBlue,None,None,None,None,None,None,None
1124,orange,charcoal mfer,ReguEyes,smile,PinkHead,None,None,None,CigBlac,None,None,FullBear,None,None,None
1125,orange,charcoal mfer,ReguEyes,smile,GreeHead,ArgoBlac,None,CollShirBlue,pipe,LongHairYell,None,None,None,None,None
1126,red,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,CigWhit,LongHairYell,None,None,None,None,None
1127,green,plain mfer,ReguEyes,smile,PinkHead,None,None,None,CigBlac,None,None,None,hoodie,None,None
1128,green,plain mfer,ReguEyes,smile,BlacHead,None,KnitPitt,None,pipe,None,None,None,None,None,None
1129,red,plain mfer,ReguEyes,smile,RedHead,OystGold,HeadBlueGree,None,CigWhit,LongHairBlac,None,None,None,SilvChai,None
1130,green,plain mfer,PurpShad,smile,WhitHead,SubBlac,None,None,CigBlac,LongHairYell,None,None,None,None,None
1131,red,plain mfer,PurpShad,smile,BlacHead,SubBlue,HeadBlueWhit,None,None,None,None,None,None,None,None
1132,green,plain mfer,ReguEyes,smile,BlueHead,SubRed,None,None,CigBlac,None,MohaBlue,None,None,None,None
1133,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubRed,None,None,CigBlac,None,MessRed,None,None,None,None
1134,green,charcoal mfer,ReguEyes,smile,GreeHead,SubBlac,None,None,CigBlac,LongHairYell,None,None,None,None,None
1135,orange,charcoal mfer,ReguEyes,smile,BlacHead,None,HeadBlueWhit,None,None,None,None,None,None,None,None
1136,yellow,plain mfer,EyeMask,smile,WhitHead,SubRed,None,HoodDownGree,CigBlac,None,None,None,None,None,None
1137,red,plain mfer,ReguEyes,smile,GreeHead,None,None,HoodDownGray,CigBlac,LongHairBlac,None,None,None,None,None
1138,orange,charcoal mfer,ReguEyes,flat,WhitHead,SubLant(Gre,None,None,None,None,None,None,None,None,None
1139,green,charcoal mfer,EyeMask,smile,BlacHead,None,None,None,pipe,None,None,None,CowbHat,None,None
1140,green,plain mfer,ReguEyes,flat,BlacHead,None,None,HoodDownWhit,CigWhit,None,None,None,None,None,None
1141,red,charcoal mfer,ReguEyes,smile,GreeHead,SubLant(Gre,None,HoodDownGree,CigWhit,LongHairBlac,None,None,None,None,None
1142,green,charcoal mfer,ReguEyes,smile,BlacHead,None,None,HoodDownBlue,CigBlac,None,None,None,None,None,None
1143,red,plain mfer,ReguEyes,smile,BlacHead,OystSilv,None,CollShirWhit,CigBlac,None,None,None,None,None,None
1144,orange,plain mfer,shades,smile,BlueHead,SubBlac,None,CollShirWhit,CigBlac,None,MohaBlac,None,None,None,None
1145,green,plain mfer,ReguEyes,smile,BlacHead,SubRed,KnitMiam,None,CigWhit,None,None,None,None,None,None
1146,orange,plain mfer,ReguEyes,smile,RedHead,SubRed,BandDarkGray,HoodDownPink,CigWhit,None,None,None,None,None,None
1147,yellow,plain mfer,NerdGlas,smile,None,SubBlac,None,CollShirWhit,CigBlac,None,None,None,PiloHelm,None,None
1148,green,plain mfer,ReguEyes,smile,BlacHead,OystGold,None,None,CigBlac,LongHairYell,None,FullBear,None,None,None
1149,blue,plain mfer,ReguEyes,smile,GreeHead,None,None,None,CigBlac,None,MohaPurp,None,None,None,None
1150,blue,plain mfer,ReguEyes,flat,GoldHead,SubBlac,None,CollShirBlue,CigBlac,None,None,None,None,None,None
1151,green,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,CapPurp,HoodDownGray,CigBlac,LongHairBlac,None,None,None,None,None
1152,green,plain mfer,ReguEyes,smile,WhitHead,None,HeadBlueGree,None,CigWhit,None,None,None,None,None,None
1153,orange,plain mfer,shades,smile,PinkHead,SubRed,None,None,pipe,LongHairBlac,None,None,None,None,None
1154,yellow,charcoal mfer,NerdGlas,smile,BlacHead,SubRed,None,HoodDownGree,None,None,None,None,None,None,None
1155,blue,charcoal mfer,ReguEyes,smile,PinkHead,SubBlac,None,None,pipe,None,None,FullBear,None,None,None
1156,blue,plain mfer,3DGlas,smile,BlacHead,OystSilv,CapPurp,None,CigBlac,None,None,None,None,None,None
1157,orange,plain mfer,ReguEyes,smile,BlacHead,SubBlue,None,CollShirTurq,CigBlac,None,MessRed,None,None,None,None
1158,green,plain mfer,EyeMask,smile,WhitHead,OystSilv,None,CollShirBlue,CigBlac,None,None,None,None,None,None
1159,blue,plain mfer,shades,smile,GreeHead,SubRed,HeadBlueWhit,None,CigWhit,None,None,FullBear,None,None,None
1160,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigBlac,LongHairYell,None,None,None,None,None
1161,green,plain mfer,ReguEyes,flat,BlueHead,SubBlac,HeadBlueWhit,None,CigWhit,LongHairBlac,None,None,None,None,None
1162,orange,plain mfer,ReguEyes,flat,BlueHead,SubBlue,HeadPinkWhit,None,CigWhit,LongHairBlac,None,None,None,None,None
1163,green,plain mfer,ReguEyes,smile,GreeHead,SubRed,None,None,CigBlac,LongHairBlac,None,None,None,None,None
1164,green,plain mfer,ReguEyes,smile,BlacHead,ArgoBlac,None,None,CigBlac,None,None,None,None,None,None
1165,red,charcoal mfer,ReguEyes,flat,PinkHead,SubBlue,KnitBuff,HoodDownWhit,CigWhit,LongHairBlac,None,FullBear,None,None,None
1166,green,charcoal mfer,ReguEyes,flat,PinkHead,OystSilv,None,None,pipe,LongHairBlac,None,None,None,None,None
1167,blue,plain mfer,ReguEyes,smile,RedHead,SubRed,None,None,CigWhit,None,None,None,None,None,None
1168,yellow,plain mfer,ReguEyes,smile,BlacHead,SubRed,KnitChic,CollShirPink,CigWhit,None,None,None,None,None,None
1169,orange,plain mfer,ReguEyes,smile,WhitHead,OystSilv,None,CollShirWhit,CigBlac,LongHairYell,None,None,None,None,None
1170,red,plain mfer,ReguEyes,smile,BlacHead,SubBlac,None,HoodDownGree,CigWhit,None,None,None,None,None,None
1171,orange,plain mfer,ReguEyes,smile,BlacHead,SubTurq,None,None,CigBlac,LongHairYell,None,None,None,None,None
1172,orange,charcoal mfer,ReguEyes,smile,PinkHead,SubRed,None,None,None,LongHairBlac,None,None,None,None,None
1173,green,plain mfer,ReguEyes,smile,PinkHead,SubBlac,None,None,CigWhit,None,None,FullBear,None,None,None
1174,green,plain mfer,ReguEyes,flat,WhitHead,None,HeadBlueRed,None,None,None,None,None,None,None,None
1175,green,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,None,HoodDownGree,CigWhit,None,None,None,None,None,None
1176,orange,charcoal mfer,ReguEyes,smile,PinkHead,None,None,None,CigWhit,None,None,None,None,SilvChai,None
1177,None,-,None,None,None,None,None,None,None,None,None,None,None,None,BeepMfer
1178,orange,charcoal mfer,ReguEyes,smile,BlacHead,None,None,None,CigBlac,None,MessRed,None,None,None,None
1179,green,plain mfer,ReguEyes,smile,WhitHead,SubBlac,None,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
1180,green,plain mfer,ReguEyes,smile,GoldHead,None,None,HoodDownBlue,CigBlac,LongHairBlac,None,None,None,None,None
1181,green,plain mfer,NerdGlas,smile,PinkHead,None,KnitSanFran,None,CigWhit,LongHairBlac,None,None,None,None,None
1182,green,plain mfer,ReguEyes,smile,GreeHead,SubBlac,None,None,CigBlac,LongHairBlac,None,None,None,None,None
1183,yellow,plain mfer,ReguEyes,smile,LineHead,SubBlue,HeadGreeWhit,None,CigWhit,None,None,None,None,None,None
1184,yellow,charcoal mfer,vr,smile,GreeHead,None,None,HoodDownBlue,CigBlac,None,None,None,None,None,None
1185,green,plain mfer,shades,smile,BlacHead,None,None,None,CigBlac,None,MessPurp,None,None,None,None
1186,orange,charcoal mfer,ReguEyes,smile,PinkHead,OystSilv,None,None,None,LongHairBlac,None,None,None,None,None
1187,yellow,plain mfer,ReguEyes,smile,BlacHead,SubTurq,None,None,CigBlac,None,None,None,None,None,None
1188,blue,plain mfer,ReguEyes,smile,BlacHead,None,None,None,CigWhit,None,MohaGree,None,None,None,None
1189,orange,plain mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,CigWhit,None,None,None,None,None,None
1190,orange,plain mfer,ReguEyes,flat,WhitHead,SubBlac,KnitPitt,CollShirGree,pipe,LongHairBlac,None,None,None,None,None
1191,green,plain mfer,ReguEyes,smile,PinkHead,OystGold,None,None,CigWhit,None,MohaBlac,None,None,None,None
1192,yellow,plain mfer,ReguEyes,smile,BlacHead,SubBlue,KnitNewYork,None,CigBlac,None,None,None,None,None,None
1193,yellow,charcoal mfer,PurpShad,smile,BlacHead,SubBlac,KnitPitt,HoodDownGree,CigBlac,None,None,None,None,None,None
1194,yellow,plain mfer,vr,smile,BlueHead,SubBlac,None,None,CigWhit,None,MohaBlue,None,None,None,None
1195,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigBlac,None,MessYell,None,None,None,None
1196,red,charcoal mfer,NerdGlas,flat,BlacHead,None,None,HoodDownGree,CigBlac,LongHairYell,None,None,TopHat,None,None
1197,green,plain mfer,ReguEyes,smile,BlueHead,SubBlac,None,None,CigBlac,LongHairBlac,None,None,None,None,None
1198,green,plain mfer,ReguEyes,smile,BlacHead,SubRose,BandBlue,HoodDownWhit,None,None,None,None,None,None,None
1199,green,charcoal mfer,ReguEyes,smile,BlacHead,OystSilv,KnitPitt,None,None,None,None,FullBear,None,None,None
1200,red,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,None,None,None,LongHairBlac,None,None,None,None,None
1201,red,plain mfer,ReguEyes,smile,BlacHead,None,HeadBlueWhit,CollShirTurq,CigBlac,None,None,None,None,None,None
1202,green,charcoal mfer,ReguEyes,flat,GreeHead,None,KnitDall,CollShirPink,CigBlac,None,None,None,None,None,None
1203,red,plain mfer,ReguEyes,smile,WhitHead,SubLant(Gre,BandDarkGray,HoodDownWhit,None,None,None,None,None,None,None
1204,green,plain mfer,NerdGlas,smile,RedHead,SubBlac,None,None,CigWhit,LongHairBlac,None,None,None,SilvChai,None
1205,red,charcoal mfer,ReguEyes,smile,BlacHead,OystGold,HeadBlueGree,None,CigWhit,None,None,None,None,None,None
1206,red,plain mfer,ReguEyes,flat,BlacHead,ArgoBlac,None,None,CigBlac,None,MohaBlac,None,None,None,None
1207,green,charcoal mfer,ReguEyes,flat,PinkHead,OystGold,None,HoodDownWhit,CigBlac,None,MohaPink,None,None,None,None
1208,blue,plain mfer,ReguEyes,flat,WhitHead,None,None,None,CigBlac,None,MohaBlac,None,None,None,None
1209,green,charcoal mfer,ReguEyes,smile,RedHead,SubLant(Gre,None,CollShirWhit,CigBlac,LongHairBlac,None,None,None,None,None
1210,green,plain mfer,ReguEyes,flat,BlacHead,OystSilv,None,None,CigBlac,None,None,None,None,SilvChai,None
1211,red,charcoal mfer,ReguEyes,flat,WhitHead,SubRed,None,CollShirWhit,None,LongHairBlac,None,None,None,None,None
1212,orange,charcoal mfer,ReguEyes,flat,WhitHead,SubRed,HeadGreeWhit,HoodDownGray,CigWhit,None,None,None,None,None,None
1213,green,plain mfer,vr,smile,WhitHead,SubRose,BandBlue,None,CigWhit,None,None,None,None,None,None
1214,green,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,HoodDownBlue,CigBlac,None,None,None,CowbHat,None,None
1215,yellow,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,None,CollShirBlue,CigWhit,None,None,FullBear,None,None,None
1216,yellow,charcoal mfer,ReguEyes,smile,BlacHead,SubRed,None,None,CigBlac,None,MohaPurp,None,None,None,None
1217,orange,plain mfer,ReguEyes,smile,WhitHead,SubRed,None,CollShirPink,CigWhit,None,MessPurp,None,None,None,None
1218,red,charcoal mfer,ReguEyes,smile,BlueHead,SubTurq,BandBlue,None,CigBlac,LongHairBlac,None,None,None,None,None
1219,yellow,plain mfer,ReguEyes,smile,BlueHead,None,HeadGreeWhit,None,CigWhit,None,None,None,None,None,None
1220,red,charcoal mfer,ReguEyes,smile,PinkHead,None,KnitChic,None,CigBlac,None,None,None,None,None,None
1221,red,plain mfer,NerdGlas,flat,WhitHead,SubBlac,None,CollShirWhit,CigWhit,None,MohaYell,None,None,None,None
1222,blue,plain mfer,ReguEyes,smile,PinkHead,OystSilv,BandBlue,HoodDownWhit,None,None,None,FullBear,None,None,None
1223,green,plain mfer,ReguEyes,flat,BlacHead,SubBlac,None,CollShirWhit,CigBlac,None,MohaBlac,None,None,None,None
1224,red,charcoal mfer,ReguEyes,smile,PinkHead,SubBat(BluBlac,None,None,pipe,None,None,None,None,None,None
1225,orange,charcoal mfer,ReguEyes,smile,WhitHead,None,HeadGreeWhit,None,None,None,None,FullBear,None,None,None
1226,yellow,charcoal mfer,ReguEyes,flat,WhitHead,SubBlac,BandDarkGray,None,pipe,None,None,None,None,None,None
1227,yellow,plain mfer,ReguEyes,smile,RedHead,SubLant(Gre,None,HoodDownBlue,CigWhit,None,None,None,None,None,None
1228,blue,plain mfer,ReguEyes,smile,RedHead,SubBlac,None,None,CigWhit,None,None,None,TopHat,None,None
1229,blue,plain mfer,ReguEyes,flat,BlueHead,None,None,None,None,None,MohaYell,None,None,None,None
1230,orange,charcoal mfer,shades,smile,BlacHead,OystGold,None,None,CigBlac,None,None,None,None,None,None
1231,orange,charcoal mfer,ReguEyes,smile,WhitHead,ArgoBlac,None,None,None,None,MessRed,None,None,None,None
1232,green,charcoal mfer,NerdGlas,smile,BlacHead,SubRed,KnitSanFran,HoodDownBlue,CigBlac,None,None,None,None,None,None
1233,blue,charcoal mfer,ReguEyes,flat,GreeHead,SubLant(Gre,HeadBlueGree,None,CigBlac,LongHairBlac,None,None,None,None,None
1234,green,charcoal mfer,ReguEyes,flat,RedHead,None,None,HoodDownGray,pipe,None,None,None,None,None,None
1235,blue,plain mfer,ReguEyes,smile,GreeHead,None,None,CollShirTurq,CigWhit,None,MohaYell,None,None,None,None
1236,blue,plain mfer,ReguEyes,smile,BlacHead,SubBlac,KnitAtla,None,CigWhit,None,None,None,None,None,None
1237,green,plain mfer,shades,smile,WhitHead,SubRed,KnitPitt,HoodDownGree,CigBlac,None,None,None,None,None,None
1238,red,plain mfer,ReguEyes,flat,GreeHead,SubBlac,None,None,CigBlac,None,None,None,None,None,None
1239,orange,plain mfer,ReguEyes,flat,PinkHead,SubRed,KnitChic,None,CigBlac,None,None,None,None,None,None
1240,yellow,charcoal mfer,ReguEyes,smile,BlacHead,OystSilv,None,HoodDownBlue,CigWhit,None,None,None,None,None,None
1241,green,charcoal mfer,ReguEyes,smile,BlacHead,OystSilv,None,CollShirGree,pipe,None,MohaBlue,None,None,None,None
1242,orange,plain mfer,PurpShad,flat,BlacHead,SubBlac,None,CollShirWhit,None,None,MohaYell,None,None,None,None
1243,green,plain mfer,ReguEyes,smile,PinkHead,None,None,None,CigBlac,None,None,None,None,None,None
1244,red,plain mfer,ReguEyes,smile,BlacHead,SubBlue,None,HoodDownWhit,CigBlac,LongHairYell,None,None,None,None,None
1245,green,plain mfer,NerdGlas,flat,GreeHead,SubRed,None,None,CigWhit,LongHairBlac,None,None,None,None,None
1246,green,plain mfer,ReguEyes,smile,BlacHead,None,KnitNewYork,None,CigBlac,None,None,None,None,None,None
1247,red,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,HeadBlueGree,None,pipe,None,None,None,None,None,None
1248,yellow,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,None,None,CigWhit,None,None,None,None,None,None
1249,yellow,plain mfer,ReguEyes,smile,BlacHead,SubRed,KnitMiam,None,CigBlac,None,None,None,None,None,None
1250,red,plain mfer,PurpShad,smile,PinkHead,None,None,HoodDownBlue,None,LongHairBlac,None,None,None,None,None
1251,green,plain mfer,vr,smile,BlacHead,SubBlac,None,None,CigWhit,None,None,FullBear,hoodie,None,None
1252,orange,charcoal mfer,shades,smile,BlacHead,None,KnitMiam,HoodDownPink,None,None,None,FullBear,None,None,None
